GUID,Material Name,Categories,Descriptive Properties - Physical Properties,Descriptive Properties - Density,Descriptive Properties - Chemical Properties,Descriptive Properties - Mechanical Properties,Descriptive Properties - Modulus of Elasticity,Descriptive Properties - Poissons Ratio,Descriptive Properties - Shear Modulus,Descriptive Properties - Electrical Properties,Descriptive Properties - Volume Resistivity,Descriptive Properties - Dielectric Constant,Descriptive Properties - Dielectric Loss Index,Descriptive Properties - Thermal Properties,"Descriptive Properties - CTE, linear",Descriptive Properties - Thermal Conductivity,"Descriptive Properties - Transformation Temperature, Tg",Descriptive Properties - Softening Point,Descriptive Properties - Working Point,Descriptive Properties - Annealing Point,Descriptive Properties - Optical Properties,Descriptive Properties - Refractive Index,Descriptive Properties - UV Transmittance,Descriptive Properties - Hydrolytic Resistance,Descriptive Properties - Stress-optical Coefficient K (10-6mm2N-1),Descriptive Properties - tk100(°C),"Descriptive Properties - Maximum Service Temperature, Air",Descriptive Properties - CaO+MgO,Descriptive Properties - SiO2,Descriptive Properties - Classification Temperature (°C)
6407f9087c0d4f069dc43ba3630b04c8,Goodfellow Boron Nitride Nanotubes,Ceramic;Nitride,,,,Metric,3000W/m-K,800°C,,,,,,,,,,,,,1180GPa,Metric,5.5eV,-1.00-°C,Non-cytotoxic,"Permanent dipole, Piezoelectric (0.25–0.4 C/m2)",Corrugated,,,
1ad626bd3ffe4b6bb338a423343c28a7,Mid-Mountain Materials CERMEX® BK2200SW Low Biopersistence Thermal Insulation Blanket,Ceramic;Glass;Glass Fiber;Oxide;Silicon Oxide;Other Engineering Material;Composite Fibers,Metric,,,Metric,0.0600W/m-K@Temperature 260 °C,1200°C,"<= 2.0 %@Temperature 651.1 °C,Time 86400 sec",Metric,,,,60 - 70 %,,,0.0961g/cc,,,,,,,,,,,,,
af1d03f18f784ce98cfedfea45d1e0ee,Teijin PYROMEX® CPX 1.6d 320K Poly-acrylonitrile Carbon Fiber,Carbon;Carbon Fiber/Carbon Fibre,Metric,,,Metric,,,,,,,,,,,50-56 g/m,,,,,,,,,,,,4.0 - 10 %,12µm
285db307fb0144968862eaaa7c164a95,Chosun Refractories HAL-SNA Nozzle Brick,Ceramic;Oxide;Aluminum Oxide,Metric,<=2.85g/cc,,Metric,,,,Metric,<= 93 %,,,,,,,,,,,,,12.0-15.0-°C@Temperature 1000 °C,,,,,,
0ea875f5dd894342ba49b9e6c3163611,AISI 1060 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630004743c304e7897f49a3418641bd1,MarkeTech Silicon Single Crystal Semiconductor Wafer,Ceramic;Other Engineering Material;Semiconductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7b2f3a24d0747d0aa3b5c5eb09ad755,Microsyenite,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70458086b00f4196800f48b6fc38d520,Imerys G-40 HP Feldspar,Ceramic;Clay;Feldspar Clay;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6bd8b5090d2544db926953f58eb7364b,Ohara S-TIM39 Optical Glass,Ceramic;Glass;Optical,Metric,2.92g/cc,Metric,550@Load 0.0999 kg,81.7GPa,32.8GPa,0.246,160,Metric,8.70-°C@Temperature -30.0 - 70.0 °C,0.988W/m-K@Temperature 35.0 °C,591°C,682°C,569°C,544°C,Metric,1.62567@Wavelength 2325.42 nm,32.8,0.020173,66 %@Wavelength 380 nm,91.3 %@Wavelength 2400 nm,3.0 %@Wavelength 360 nm,1,400,6,Preferred,S-BSL7 = 1,1
375c164d30d0440ab3743e35c,AISI Grade 18Ni (200) Maraging Steel,Metal;Ferrous Metal;Maraging Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53c52aa14e5d439d88ee4c7cdc5aa823,Pyrotek AF-42 Low-Temperature Felt,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832444e22314157bb2f52ca19187e74,AISI 1141 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20e2efc7d5bc4ad18fef9401c9d45eee,Morgan Advanced Ceramics Kaowool® Paper 500 Thermal Ceramic,Ceramic;Oxide,Metric,,,,,,,,Metric,,0.0600W/m-K@Temperature 260 °C,,,,,,,,,,,,,,,,,
1149b4d6f1754836ac7cd4e0f1ee0d46,Imerys M325 WOLLASTOCOAT® Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,303-530GPa@Diameter 0.00300 - 0.150 mm,,,,Metric,6.50-°C,2.63-2.77W/m-K,,,,,Metric,1.63,,,,,,,,,,,
a2b8ea12d4f54d75b0484d79c318d0f9,Imerys NYGLOS® M50 Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,303-530GPa@Diameter 0.00300 - 0.150 mm,,,,Metric,6.50-°C,2.63-2.77W/m-K,,,,,Metric,1.63,,,,,,,,,,,
6ea91e5eb8be45d7842f328190c2fca9,Imerys Barden™ Kaolin,Ceramic;Clay;Kaolin Clay;Oxide;Aluminum Oxide;Silicon Oxide,Metric,2.60g/cc,0.30µm,38.1 %,1.6 %,13.5 %@Temperature 950 °C,0.10 %,45.1 %,1.5 %,0.0027 %,white,,,,,,,,,,,,,,,,,
e2fd4473c1ac4dd5a49b20ddeff4f1ac,AISI 1045 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346fe04557dc4ed9bcf94886972c2735,McDanel Advanced Ceramics MV-20 Mullite,Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a7170fabe244731bfcf7b2538237f45,Morgan Advanced Ceramics Insulating Firebricks TJM C2 Thermal Ceramic,Ceramic;Oxide,Metric,,,57 %,0.90 %,,,38 %,,,,³,"0.30 %@Temperature ,Time 1.50 hour",English,,,English,,"0.50 %@Treatment Temp. ,Time 24.0 hour",1.0 %,0.7,,,,,,,
f0a9b4504e3840bcb68cc166135db125,Ohara S-LAH88 Optical Glass,Ceramic;Glass;Optical,Metric,4.74g/cc,,,,,,,,,,,,English,,,English,,,,,English,3.2,650@Load 0.220 lb,113.5GPa,0.242,5.70-°C@Temperature -30.0 - 70.0 °C,616°C
04aa1fbdfeca4b78a099ad10bb27612b,Nabaltec GRANALOX® NM  Ceramic Bodies,Ceramic;Oxide;Aluminum Oxide,Metric,,80-120µm,96 %,,,,,,,,0.134-³,,,,,English,,13 - 14 %,,,,,,,,,
c044fffbce4c450291d8a0048fb8886c,NeoGraf GRAFOIL® GTB Standard Fluid Sealing Graphite Single Layer Gasketing Material,Carbon;Graphite,Metric,,,,,,,,,,,,,English,,,English,,,,,English,,,,,,
fdc6a67cf4144d4a9ae73b17ce2d6d38,Imerys NYAD® MD325 Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,>=3.0µm,0.25 %,0.25 %,6.3 %,,46.52 %,0.050 %,,,³,,English,,,English,18.3-,,,,,,,303-530GPa@Diameter 0.00300 - 0.150 mm,,6.50-°C,
9c4b5e625b9244fcab5b2255e3b957dc,Huber Hubercarb® Q12-40 Calcium Carbonate Powder,Ceramic,Metric,2.70g/cc,799µm,,,,,,,,White,,,English,,,English,,,,,,,,,,4.30-°C,
4f5a70bc13624ca7a3bebe8c8b3e8974,H.C. Starck Amperit® 518.054 Agglomerated,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00e5362f23e94abea3bf8a5645af3f99,Saint-Gobain Chemfab® 14 Primary PTFE-Coated Glass,Ceramic;Glass;Glass Fiber,Metric,2.08g/cc,Metric,19.5,,,,,,,,,,,,,,,,,,,,,,,,
6894b74636ec4cbe80df2522f7b622cb,Sharadaa Ceramics Wetmortar 50 50% alumina mortar,Ceramic;Oxide;Aluminum Oxide,Metric,,,,<=1000µm,English,,English,,English,50 %,3.0 %,33,0.01,,,,,,,,,,,,,,
848bdecf89b74ef986925162e6a6255e,Corning Macor® Machinable Glass Ceramic,Ceramic;Glass;Glass Ceramic;Machinable Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ebe773165294ded9695e93a6b0da12b,Corning UV DG 37 Tinted Optical Glass,Ceramic;Glass;Optical,Metric,2.48g/cc,,,,English,,,,,,,,,3.78-°F,,,,English,1.52068@Wavelength 656.3 nm,60.7,"37 %@Wavelength 380 - 780 nm,Thickness","<= 0.10 %@Wavelength 280 - 315 nm,Thickness",,,,,
c2c74a32631345fbbc4a2aa79f19f92d,CeramTec SL 200 ST Silicon Nitride,Ceramic;Nitride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00b9d4bd72de466ab33df234425dcb9e,Sandstone,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca03cfad8c8944ce9e27f8bd52891b67,Anthracite,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aacc82b64e414c039684de2fe2ea108e,Corning Polarcor™ Glass Polarizer,Ceramic;Glass;Optical,Metric,2.412g/cc,Metric,,,English,,,,,,,,,3.61-°F,,,,English,1.5061@Wavelength 1480 nm,57.6,,,200microns,7.87mil,,,
3288b06cd8fd4e94a89bf52f68b144a3,Chosun Refractories SAL90C Special High Alumina brick,Ceramic;Oxide;Aluminum Oxide,Metric,,Metric,,,English,,,,English,91 %,0.30 %,,,3.89-°F@Temperature,,,,,,,,,,,,,
0f9313151cc743d88fb8d4df73a22473,American Computer Optics High Transmission Filter 2 mm,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a3b569f62d04bd2ac5212484ff5529a,CeramTec Rubalit® A 1898 Alumina,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d228857c4d14e289fa7d365dec,AISI 4820H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00c6b423cca04269a3aa2572a8c38854,Vanadium,Metal;Nonferrous Metal;Pure Element,Metric,6.11g/cc,Metric,4.7barns/atom,2.269Å,-1.50V,1.63,0.590Å,Metric,126,158,48,78,141,538MPa,463MPa,25 %,125.5GPa,0.36,46.4GPa,Metric,0.0000248ohm-cm,0.0000014,1408,1408,English,,
a3c49a39ec0b44d08357470ac165fa78,Mateck Lanthanum Aluminate Substrate,Ceramic;Oxide;Aluminum Oxide,Metric,6.51g/cc,,,,,,,,,,,,,,,,,,,Metric,,,,,English,,
77a170a2b3de4c1b827350d81a0abbea,CIMBAR CIMBAR™ BF Barite Powder (BaSO 4 ),Ceramic;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,Metric,,,,,,,,,,,,,,,,,,,
d91e3714c8704c00a3d8bf860f7c1b3c,Nanocyl SIZICYL™ XC R2G Liquid Sizing Agent for Carbon and Glass Fibers,Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f05601c3a44f349fe2b9b3b6996720,KaMin Polyfil® X Kaolin Clay - Waterwashed,Ceramic;Clay;Kaolin Clay,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
885af42324354322bbb4487a599fc7b0,Goodfellow CVD Graphene Film on PET,Carbon;Polymer;Film,Metric,,,,,,,,,,,,,,,,,,,,Metric,,,,,,,
07cd08a8e28e4fa0b285c714534a6f5b,Chosun Refractories CSN-309N Plate Brick,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,Metric,,,,,,,,,,,,,,,,,English,,
e26a960d0c374eada266fc45a7281f20,Vibrantz Technologies CF 7575 Low-Temperature Sealing,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6bb05c0b42c347798770c690d5f2b002,AISI 1215 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04a5671e05d04c108d19266fa70bc713,Morgan Advanced Ceramics K-278 Ceramic Core Material Silica,Ceramic;Oxide;Silicon Oxide,Metric,1.80g/cc,2.60g/cc,Metric,0.0124GPa,Metric,2.60-°C@Temperature 25.0 - 1000 °C,1.2 %,Metric,1.0 %,>= 0.0025 %,>= 0.00010 %,>= 0.090 %,>= 0.0025 %,>= 1.0 %,>= 0.0025 %,74 %,>= 0.0025 %,>= 0.0050 %,"10 percent, after fire",,,,,,,,
775dd9c8a4f34291a4a51418270534e3,Goodfellow Leachable Ceramic (Silica,Ceramic;Oxide;Silicon Oxide,Metric,,2.10g/cc,,,Metric,1.98-°C@Temperature 20.0 - 1000 °C,,Metric,10 %,,,,,,,50 %,,,,14 %,25 %,1050°C,Poor,Fair,,,
4a75aea5dd4d4645ac6c2e4a243b432e,AISI 1040 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adb8d60f5a89425aabe0967297b8b33e,Chosun Refractories C18B Magnesia Carbon Brick for Converter,Ceramic;Oxide;Magnesium Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7fa0e1c379f4d46a6859455af0050c9,NovaCentrix Metalon® JS-A101 Nanosilver Ink – Aqueous dispersions for Inkjet Printing,Fluid;Other Engineering Material,Metric,,,,,,,,Metric,,,,,,,40 %,,,,,,,,,,1.60g/cc,5.0-7.0cP,25-30dynes/cm
31b804acf0b94274ba1461523e03e4b4,Pyrotek PROSILY G-42A Graphite Lubricant/Coating,Carbon;Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c083cb621084713ba92a68ef030abe9,Toray M55J Carbon Fiber,Carbon;Carbon Fiber/Carbon Fibre,Metric,,1.91g/cc,Metric,,Metric,-1.10-°C,,Metric,,,,,,,,,,,,,,,,,,,
545316120a784eb480faa504e9c0e564,Aluminum Perchlorate Nonahydrate,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356a12c441ef4637a596f628f9fe73b3,AISI 1340 Steel,Metal;Ferrous Metal;Alloy Steel;Low Alloy Steel;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccac64d9e8184262af6220bea7f775be,CoorsTek ADS-996 99.6% Alumina Thin Film,Ceramic;Oxide;Aluminum Oxide,Metric,3.88g/cc,0.00 %,87,372GPa,592MPa,0.20,155GPa,Metric,>=1.00e+8ohm-cm@Temperature 700 °C,9.9@Frequency 1e+6 Hz,17.7kV/mm@Thickness 1.02 mm,0.00010@Frequency 1e+6 Hz,Metric,7.00-°C@Temperature 25.0 - 300 °C,26.6W/m-K@Temperature 100 °C,Metric,99.6 %,White,<1,,,,,,,,
ad88a44da7e3486bbd25ddf42f258609,Magnesia Stabilized Zirconia,Ceramic;Oxide;Zirconium Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ea4d11716e7472380ac4ecac7bd3b6b,NanoAmor 95%,Carbon,Metric,,,,,,,,,,,,,,,,,,black,,0.340g/cc,150-400m²/g,0.5-5,,,,,
cb7f2a75a561433ea6fdddaf2b7b824a,Momentive Performance Materials RPC Boron Nitride (BN) Coating,Ceramic;Nitride;Other Engineering Material;Ceramic/Metallic Coating,,,,,,,,,Metric,,,,,Metric,,,,,White,,,,,>=1.00e+15ohm-cm,>=1.00e+15ohm-cm,"Release, Protective Coating",1,Water
ad433997398147d19276cbd915a28467,Nabaltec APYRAL® 411 XLV Gibbsite Al(OH) 3,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,2.42g/cc,,,,,,,Metric,,,,,,,,Metric,,,,,2.90m²/g,,6450ohm-cm,6450ohm-cm,,,
9c286d664bf8483baee0d2769bbb84d8,Francium,Metal;Nonferrous Metal;Pure Element,,,,,,,,,,,,,,Metric,,,Metric,,,,,,,,,,,
d07d4b17e377459b8852d2ab5029ea76,Calcium Praseodymium Sulfide,Ceramic;Sulfide/Chalcogenide,Metric,4.74g/cc,,,,,,,,,,,,Metric,14.0-°C@Temperature 20.0 - 100 °C,,,,,,,,,,,,,
2c3d033e4947497f8deaf93edd404589,AISI 4320H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680e4b32d4db468686f0d758a803064b,Oschatz-Glas HZF 016 Type P18/9-68x2x3 black PTFE-Impregnated Glass Filament Thread,Ceramic;Glass;Glass Fiber,Metric,,,,,,,,,,,,,Metric,,,,,black,,,,,,,,,
3a3116a30149430ca3aadd8ac6200817,LKAB Minerals Q-Lite 60 Mullite Chamotte,Ceramic;Clay;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8c2b19c70934213b477f9fccc680f74,AISI 1021 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb21e540917c470ca599487f909c2162,Bohrium,Metal;Nonferrous Metal;Pure Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6527af6047b4b9290fb25f42b8060a2,H.C. Starck Amperit® 586.054 Chromium Carbide-Nickel Chromium 80-20 (Cr3C2-NiCr),Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c6040f886df44678dee2d51d010ed13,Poraver 2-4 mm Expanded Glass,Ceramic;Glass,Metric,0.162-0.219g/cc,0.301-0.397g/cc,5.0-10Mesh,2000-4000microns,Metric,1.40MPa,Metric,0.0700W/m-K,700°C,Metric,1.0 %,creamy white,ASTM C136,,,,,,,,,,,,,,
50c9ea3e7a5844bcbe2f397014a73055,Lotte Advanced Materials Radianz® Engineered Quartz Stone,Ceramic;Oxide;Silicon Oxide,Metric,,,,,Metric,213.7MPa,Metric,,,Metric,,,,2.41g/cc,7.0,,,0.40,606,7.50-°F,99.9 %,ASTM G22-96,NEMA LD3 2000 3.5,Passes,Class A,No effect,Passes
0e4f481494fa482ca60498956f57596b,MarkeTech Lithium Gallium Oxide (LiGaO2) Single Crystal Substrate,Ceramic;Oxide,Metric,,4.17g/cc,,,,,Metric,,,,,,,,,,,,,,,,,,,,
2d83f524ba04405b948cc5c17ce2c180,AISI 1040 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60a4e6fde4494e2b863396d2901f44ca,AISI 4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d677a3df761645fda42ba1856b39e56a,Chosun Refractories LW-30 Special Insulating Firebrick,Ceramic,Metric,>=0.900g/cc,,,,Metric,<=1.47MPa,Metric,>=0.3024W/m-K@Temperature 350 °C,,Metric,,,,,,,,,,,,,,,,,
1fc9adc121df4b33a4263065d602a4e1,Erbium,Metal;Nonferrous Metal;Pure Element,Metric,,9.05g/cc,,,Metric,,Metric,9.60W/m-K,,Metric,,,,,,,,,,6.78-°F@Temperature,,,,,,,
d3a371d460b740eb89d5bd920ae2e9a9,Carpenter Advanced Ceramics TS Grade Zirconia,Ceramic;Oxide;Zirconium Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff6d4e6d529e4b3d97c77d6538b29693,Magnesium,Metal;Nonferrous Metal;Magnesium Alloy;Pure Element,Metric,1.74g/cc,1.13cP@Temperature 700 °C,1.51987e-020bar@Temperature 25.000 °C,Metric,24.3050,12,0.060barns/atom,9.5117Å,-2.37V,1.31,0.660Å,0.454g/A/h,Metric,30,90.0MPa,21.0MPa,2.0 - 6.0 %,44.0GPa,21.0MPa,0.35,16.3GPa,0.36,Metric,English,1.00001,English,
ac56570efe8d46cb88f201fe450afd2e,CoorsTek CRB-300 General-Duty Carbon Graphite,Carbon;Graphite,Metric,1.80g/cc,,,,,,,,,,,,Metric,,,,,21.4GPa,,,,,Metric,English,,English,
4d76309052ad46c78113c9890bbf6661,Chosun Refractories SB65S Bricks,Ceramic;Carbide,Metric,,,,,,,,,,,,,Metric,,,,,,,,,,,,,English,
1b78e98398854d8e8f493c4b88fa7c3e,Thermal Ceramics MRI 99V Pre-Fired Refractory Shapes,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,,,,,Metric,,,,,,,,,,,,,English,
2c3fe159654b438ba2f66e6fc6b7bc6d,Corning Antimicrobial Gorilla® Glass Touch Screen Glass,Ceramic;Glass;Optical,Metric,2.39g/cc,,,,,,,,,,,,Metric,,,,,69.3GPa,,0.22,28.5GPa,,Metric,English,,English,
25d4df62f9ac49a1b18b9c6000be8260,Morgan Advanced Ceramics P-78 Technical Ceramic,Ceramic,Metric,2.30g/cc,,,,,,,,,,,,Metric,,,,,,,,,,,,,English,
9f2281168bb34902b35d0a285c7cebdd,NanoAmor 95%,Carbon,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f576aa19b5f41db854e968120dbea,Ceradyne CeraTrex™ 146-S5 Silicon Carbide,Ceramic;Carbide,Metric,3.20g/cc,,,,,,,,,,,,Metric,,,,,430GPa,,0.17,184GPa,,Metric,English,,English,
d8e62b7d35dc4607ad8c16466b7acaac,Pyrotek I-14 Insulating Board,Ceramic;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584f1932f2a429c91f473a2b9a50753,Schott N-SK11 Glass,Ceramic;Glass,Metric,3.08g/cc,Metric,0.00,Metric,570,79.0GPa,0.239,32.0GPa,Metric,6.50-°C@Temperature -30.0 - 70.0 °C,610°C,760°C,601°C,Metric,1.56384@Wavelength 587.6 nm,60.55,0.009274,"98.5 %@Thickness 10.0 mm,Wavelength 380 nm","78.2 %@Thickness 10.0 mm,Wavelength 2500 nm","5.8 %@Thickness 10.0 mm,Wavelength 290 nm",2,2.3,,,,,
7df6eb3bfe8949cb85d3460f85b794d6,Morgan Advanced Ceramics Firelite 20 Thermal Ceramic,Ceramic;Oxide,Metric,,,,Metric,,,,,Metric,,,,,,,,,,,,,,³,<=8000µm,0.200W/m-K@Temperature 200 °C,0.40 %,Metric
922a8803b83f490ca92d5149f6bc073e,AISI E4340 H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f73c3c61698543e492b099850bffd04d,Morgan Advanced Ceramics Sintox™ FF 94-96% Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,3.67-3.88g/cc,,,Metric,,325-336GPa@Temperature 20.0 °C,,,Metric,6.30-8.20-°C@Temperature 20.0 °C,,,,,,,,,,,,,,,20.0-25.6W/m-K@Temperature 20.0 °C,,Metric
00450e68f90b41b59569a25252209375,AISI 4027 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b80fd36cb16541c09c319f7342d4db3a,Bromine,Fluid;Pure Element,Metric,3.1028g/cc,Metric,,,,,,,Metric,,,,,Metric,"1.659@Temperature 15.0 °C,Wavelength 589 nm",,,,,,,,,,0.123W/m-K@Temperature 20.0 °C,,Metric
63b60ad39437407db9fba647b506a216,AISI 4620H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e56c462c3064257b1a407920249eb6b,AISI 1144 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea28a24dcd87443898d16daf024eb8a1,NeoGraf GRAFOIL® TG-251 Standard Internal Combustion Laminate,Carbon;Graphite,Metric,,,,Metric,,,,,,,,,,,,,,,,,,,³,,,,
60730021fbe644a398fd077ce51c1b5b,Imerys Mercap™ 100 Kaolin,Ceramic;Clay;Kaolin Clay;Oxide;Aluminum Oxide;Silicon Oxide,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,Metric
f5a8fd46edf44d4394a762f61cb774fc,Vibrantz Technologies IP 530 Thick Film Glass,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d4ddeef8a2e49f0ab8825649e46c201,AISI 1144 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c56b6d494754abfbfb401bb41ec7f16,Pyrotek Insural® 140 Insulating Refractory Shapes for Aluminum,Ceramic;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3b1bed3517944368a566373b67867f5,Chosun Refractories CT-140 Fireclay Castables,Ceramic;Oxide;Silicon Oxide,Metric,"0.001962-0.005886GPa@Temperature 110 °C,Time 86400 sec","9.81-19.6MPa@Treatment Temp. 110 °C,Time 86400 sec",1400°C,"-0.300 %@Temperature 1350 °C,Time 10800 sec",Metric,36 %,54 %,"Casting, Troweling",13.0,,,,,,,,,,,,,,,,,,
74f8eff7027c41fab63ba1fb08718056,Momentive Performance Materials Metal Coated Particles,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d1e4a1eb76d4d7a81285aa493c16b17,Morgan Advanced Ceramics Deranox™ 995 >99% Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,,2000-2500MPa,1500-1725°C,,Metric,99.5 %,,,,English,0.135-³,0.00 %,1.0-12µm,81 - 86,14300 - 18500,53700-@Temperature,45000-@Temperature,-in½,English,1.00e+7-6.00e+,9.3@Frequency 1e+9 Hz,"508-800kV/in@Thickness 0.0787 - ,Temperature",0.00014@Frequency 1e+9 Hz,0.00029@Frequency 1e+7 Hz,0.880J/g-°C,160-210,
9aa951ba895940159b45c570be74b036,AISI 1045 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140633ae021e43e48bed8bc3ae08c918,Sinotek Materials WT83-Q Amorphous Graphite Briquettes,Carbon;Graphite,,,,,,Metric,,,,,English,,,,,,,,,,,,,,,,,<= 4.5 %
b965584ec2344c76b6198f41673b775c,Morgan Advanced Ceramics Firelite 2000 LL Thermal Ceramic,Ceramic;Oxide,Metric,,3.90MPa@Treatment Temp. 815 °C,<=1150°C,1.0 %,Metric,28 %,45.8 %,,,English,,,,,,,,,,,,,,,,,
562ca378b7c2405e89a56db7785f5c23,Chosun Refractories SF34 Hard Fireclay brick,Ceramic,Metric,,63.7MPa,,"-0.200 - 0.20 %@Temperature 1500 °C,Time 7200 sec",Metric,43 %,,,,English,,15 %,,,,,,,,,,,,,,,
8af6533d2c9a44089f9f0bede0e99d40,AISI 4320H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
